LicNumber,LicName,LicPhone,LicFax,StoreAddress1,StoreAddress2,StoreAddress3,MailingAddress11,MailingAddress21,MailingAddress31,StoreCity,StorePC
75642200,REAL CANADIAN LIQUOR STORE,(403) 528-5750,(403) 528-5752,1792 TRANS CANADA WAY SE, , ,1792 TRANS CANADA WAY SE, , ,MEDICINE HAT,T1B 4C6
75933400,SOUTHWEST LIQUOR STORE,(403) 504-5011,(888) 705-7429,418 7 STREET SW, , ,418 7 STREET SW, , ,MEDICINE HAT,T1A 4K5
75957500,HOPS & SCOTCH,(403) 526-6933,(403) 526-6772,F303 SOUTHRIDGE DRIVE SE, , ,PO BOX 304 LCD 1, , ,MEDICINE HAT,T1B 3S1
76660200,MAPLE AVENUE LIQUOR BARN,(403) 526-2360,(403) 529-2957,760 3 STREET SE, , ,101-17220 STONY PLAIN ROAD, , ,MEDICINE HAT,T1A 0H7
76679900,TRACKSIDE LIQUOR STORE,(403) 580-8082,(403) 580-4723,1031 SOUTH RAILWAY STREET SE, , ,1031 SOUTH RAILWAY STREET SE, , ,MEDICINE HAT,T1A 2W4
76764800,NORTHLANDS LIQUOR STORE,(403) 580-5264,(403) 526-3181,20 NORTHLANDS WAY NE, , ,969 16 STREET SW, , ,MEDICINE HAT,T1C 1Z2
76771100,COSTCO CANADA LIQUOR,(403) 580-2162,(403) 581-5733,2352 BOX SPRINGS BOULEVARD NW, , ,2352 BOX SPRINGS BOULEVARD NW, , ,MEDICINE HAT,T1C 0C8
76922300,SOUTHRIDGE LIQUOR STORE,(403) 526-5766,NOFAX,104-1276 STRACHAN ROAD SE, , ,104-1276 STRACHAN ROAD SE, , ,MEDICINE HAT,T1B 4R2
77084200,SOBEYS LIQUOR (CORNERSTONE),(403) 526-2687,NOFAX,CORNERSTONE,6-1940 STRACHAN ROAD SE, ,1020 64 AVENUE NE, , ,MEDICINE HAT,T1B 4K4
77135400,CROSSROADS LIQUOR STORE,(403) 487-5540,(888) 705-7429,958 16 STREET SW, , ,418 7 STREET SW, , ,MEDICINE HAT,T1A 8A4
77172900,EVEREST WINE & SPIRITS,(403) 526-2121,(403) 526-2121,3001 DUNMORE ROAD SE, , ,3001 DUNMORE ROAD SE, , ,MEDICINE HAT,T1B 2H2
77174000,13TH AVENUE LIQUOR STORE,(403) 528-6990,(403) 526-6949,102-1234 SOUTHVIEW DRIVE SE, , ,969 16 STREET SW, , ,MEDICINE HAT,T1B 4B6
77181900,20TH STREET COLD BEER & LIQUOR STORE,(403) 528-4840,NOFAX,6-717 20 STREET NE, , ,6-717 20 STREET NE, , ,MEDICINE HAT,T1C 1P3
77347400,ABERDEEN SPIRITS,(587) 289-0503,(888) 705-7429,399 ABERDEEN STREET SE, , ,399 ABERDEEN STREET SE, , ,MEDICINE HAT,T1A 0R3
77504200,ACE LIQUOR,(403) 525-0888,NOFAX,BUILDING F-2340 DIVISION AVENUE NW, , ,52-53217 RANGE ROAD 263, , ,MEDICINE HAT,T1A 0C3
77558600,LIQUOR VILLA,(403) 487-5588,(403) 487-5589,123 CARRY DRIVE SE, , ,123 CARRY DRIVE SE, , ,MEDICINE HAT,T1B 3M6
77592700,BOB'S LIQUOR BEER & WINE STORE,(403) 957-2278,NOFAX,780 8 STREET SW, , ,773 8 STREET SW, , ,MEDICINE HAT,T1A 4M6
77595100,LIQUOR DEPOT AT ROSS GLEN,(403) 529-1116,NOFAX,1-181 CARRY DRIVE SE, , ,101-17220 STONY PLAIN ROAD, , ,MEDICINE HAT,T1B 3T2
77621900,HAT LIQUOR LTD.,(403) 581-6496,NOFAX,102-73 7 STREET SE, , ,102-73 7 STREET SE, , ,MEDICINE HAT,T1A 1J2
77643000,HEIGHTS LIQUOR,(403) 354-0979,NOFAX,18 8 STREET NW, , ,18 8 STREET NW, , ,MEDICINE HAT,T1A 6P1
77804300,SOUTH COUNTRY CO-OP LIMITED @ STRACHAN,(403) 580-5105,NOFAX,ROAD,1-1789 STRACHAN ROAD SE, ,ROAD,969 16 STREET SW, ,MEDICINE HAT,T1B 4V7
77847900,CORONA LIQUOR STORE,(403) 526-2893,NOFAX,502 MAPLE AVENUE SE, , ,721 5 STREET SE, , ,MEDICINE HAT,T1A 0N5
77877200,GOLD STAR LIQUOR,(403) 548-3202,NOFAX,450 3 STREET SE, , ,454 3 STREET SE, , ,MEDICINE HAT,T1A 0C1
77996400,ACE LIQUOR DISCOUNTER AT ROSS GLEN,(403) 526-1116,NOFAX,1-181 CARRY DRIVE SE, , ,101-17220 STONY PLAIN ROAD, , ,MEDICINE HAT,T1B 3T2
77997900,ACE LIQUOR DISCOUNTER AT DUNMORE,(403) 526-2727,NOFAX,1797 DUNMORE ROAD SE, , ,101-17220 STONY PLAIN ROAD NW, , ,MEDICINE HAT,T1A 1Z8
78001100,ACE LIQUOR DISCOUNTER AT MAPLE AVENUE,(403) 526-2360,NOFAX,760 3 STREET SE, , ,101-17220 STONY PLAIN ROAD, , ,MEDICINE HAT,T1A 0H7
78001200,ACE LIQUOR AT STRACHAN ROAD,(403) 487-1176,NOFAX,105-1820 STRACHAN ROAD SE, , ,101-17220 STONY PLAIN ROAD NW, , ,MEDICINE HAT,T1B 4J8
78002700,ACE LIQUOR AT NORTHPOINTE CROSSING,(403) 525-0888,NOFAX,BUILDING F-2340 DIVISION AVENUE NW, , ,101-17220 STONY PLAIN ROAD NW, , ,MEDICINE HAT,T1A 0C3
78012000,THIRSTY'S COLD BEER & SPIRITS,(403) 878-3886,NOFAX,568A RUTHERFORD STREET NW, , ,568A RUTHERFORD STREET NW, , ,MEDICINE HAT,T1A 7E2
76520900,J-T WINE & SPIRITS LTD.,(403) 647-2875,(403) 647-2876,120 CENTRE AVENUE, , ,PO BOX 83, , ,MILK RIVER,T0K 1M0
76862000,MILLET LIQUOR STORE 'N' MORE,(780) 387-2222,(780) 387-2242,5018 50 STREET, , ,PO BOX 940, , ,MILLET,T0C 1Z0
77635600,BUY THE WAY LIQUOR STORE,(780) 288-9127,NOFAX,4402 50 STREET, , ,7363 SINGER WAY NW, , ,MILLET,T0C 1Z0
77753200,REGAL WINE & SPIRITS,-,NOFAX,4208 50 STREET, , ,218-4208 50 STREET, , ,MILLET,T0C 1Z0
76605900,RAILWAY LIQUOR STORE,(403) 788-2200,(403) 788-3256,5207 50 AVENUE, , ,PO BOX 256, , ,MIRROR,T0B 3C0
76536000,SPIRITS IN MORINVILLE,(780) 939-6550,(780) 939-6333,11-8807 100 STREET, , ,413 SIOUX ROAD, , ,MORINVILLE,T8R 1K6
76871500,GREAT CANADIAN LIQUOR,(780) 939-4203,NOFAX,9513 100 STREET, , ,11478 149 STREET NW, , ,MORINVILLE,T8R 1R2
76871700,GREAT CANADIAN LIQUOR,(780) 939-4743,(780) 939-6316,10012 103 STREET, , ,11478 149 STREET NW, , ,MORINVILLE,T8R 1R7
77082200,LEGENDARY LIQUOR,(780) 939-6016,(780) 939-6962,10607 100 AVENUE, , ,10607 100 AVENUE, , ,MORINVILLE,T8R 1A2
77153300,LIQUOR PLANET,(780) 939-2380,NOFAX,9925 100 STREET, , ,PO BOX 3083,9925 100 STREET, ,MORINVILLE,T8R 1G2
77855700,LEGENDARY LIQUOR,(780) 939-6016,NOFAX,2-9156 100 STREET, , ,2-9156 100 STREET, , ,MORINVILLE,T8R 2P8
77101200,BAYVIEW LIQUOR LOCKER,(780) 389-3784,(780) 389-4097,5602 49 STREET, , ,PO BOX 77, , ,MULHURST BAY,T0C 2C0
76964000,MUNDARE LIQUOR STORE,(780) 764-3804,NOFAX,5203 50 STREET, , ,4936 191 STREET NW, , ,MUNDARE,T0B 3H0
77919900,LIQUOR CHOICE,(780) 716-3533,NOFAX,5028 50 STREET, , ,PO BOX 417, , ,MUNDARE,T0B 3H0
74725600,A & B LIQUOR STORE,(403) 562-2664,(403) 562-2668,10505B 20 AVENUE, , ,PO BOX 1448, , ,MUNICIPALITY OF CROWSNEST PASS,T0K 0E0
75863600,FRANKSLIDE LIQUOR,(403) 562-8043,(403) 562-8060,14809 20 AVENUE, , ,PO BOX 284, , ,MUNICIPALITY OF CROWSNEST PASS,T0K 0E0
77622200,BLAIRMORE LIQUOR STORE,(403) 562-8598,NOFAX,12302 20 AVENUE, , ,140 PATTERSON DRIVE SW, , ,MUNICIPALITY OF CROWSNEST PASS,T0K 0E0
77726300,CROWSNEST PASS LIQUOR STORE LTD.,(403) 562-7002,(403) 562-7169,8342 20 AVENUE, , ,PO BOX 41, , ,MUNICIPALITY OF CROWSNEST PASS,T0K 0M0
77018000,O'PUR LIQUOR STOPPE,(780) 322-3766,NOFAX,9709 100 STREET, , ,PO BOX 329, , ,NAMPA,T0H 2R0
76374700,NANTON LIQUOR STORE,(403) 646-3006,(403) 646-2582,2119 19 STREET, , ,PO BOX 1223, , ,NANTON,T0L 1R0
77810200,PALACE LIQUOR STORE,(403) 646-6236,NOFAX,A-2810 21 AVENUE, , ,PO BOX 1770, , ,NANTON,T0L 1R0
78038700,NORTH END LIQUOR,(403) 422-0535,NOFAX,1210 26 AVENUE, , ,PO BOX 1083, , ,NANTON,T0L 1R0
76470300,SMALL TOWN SPIRITS,(780) 941-2242,(780) 941-2419,5016 CENTRE AVENUE, , ,PO BOX 35, , ,NEW SAREPTA,T0B 3M0
76768600,ECONO LIQUOR STORE,(780) 955-8644,(780) 955-5536,405 11 AVENUE, , ,405 11 AVENUE, , ,NISKU,T9E 7N2
77156200,ECONO LIQUOR (#4),(780) 890-7200,(780) 890-7202,411 AIRPORT ROAD, , ,405 11 AVENUE NE, , ,NISKU,T9E 0V5
77321400,LIQUOR DEPOT AT NISKU,-,NOFAX,205 19 AVENUE, , ,101-17220 STONY PLAIN ROAD, , ,NISKU,T9E 0W8
77922700,REGAL WINE & SPIRITS,(587) 778-3483,NOFAX,304 20 AVENUE, , ,2508 118 STREET NW, , ,NISKU,T9E 7Z9
76899100,NITON LIQUOR STORE,(780) 919-7165,NOFAX,4926 50 AVENUE, , ,PO BOX 134, , ,NITON JUNCTION,T0E 1S0
77029400,NOBLEFORD LIQUOR STORE,(403) 824-3372,NOFAX,110 KING STREET, , ,PO BOX 89, , ,NOBLEFORD,T0L 1S0
77505400,BEER CABIN,(403) 895-3455,NOFAX,8 STEWART STREET, , ,PO BOX 8, , ,NORDEGG,T0M 2H0
78019500,NORDEGG LIQUOR STORE,(403) 429-0032,NOFAX,615 COAL MINORS CR, , ,PO BOX 83, , ,NORDEGG,T0M 2H0
75117800,ROYAL CANADA LIQUOR STORE (OKOTOKS),(403) 938-4100,(403) 938-5398,150 WOODGATE ROAD, , ,150 WOODGATE ROAD, , ,OKOTOKS,T1S 1L2
76328800,SOBEYS LIQUOR (OKOTOKS),(403) 995-7724,(403) 995-7021,CORNERSTONE SHOPPING CENTRE,705-201 SOUTHRIDGE DRIVE, ,1020 64 AVENUE NE, , ,OKOTOKS,T1S 2E1
76447800,OKOTOKS LIQUOR STORE,(403) 938-3431,(403) 938-3431,TOWN SQUARE SHOPPING CENTRE,3-49 ELIZABETH STREET BOX 1231, ,TOWN SQUARE SHOPPING CENTRE,3-49 ELIZABETH STREET BOX 1231 STN MAIN, ,OKOTOKS,T1S 1B3
76575600,STAR LIQUOR & WINE BOUTIQUE,(403) 938-1324,(403) 726-1350,187-31 SOUTHRIDGE DRIVE, , ,106-2323 32 AVENUE NE, , ,OKOTOKS,T1S 2N5
76703100,B.K. LIQUOR STORE #9,(403) 995-1995,(403) 995-1996,10-34 SOUTHRIDGE DRIVE, , ,10-34 SOUTHRIDGE DRIVE, , ,OKOTOKS,T1S 2G5
76820600,ECONO LIQUOR NO. 2,(403) 995-0650,NOFAX,113-235 MILLIGAN DRIVE, , ,113-235 MILLIGAN DRIVE, , ,OKOTOKS,T1S 0B8
76965700,MACO LIQUOR STORE,(403) 995-1330,(403) 995-1359,255-200 SOUTHRIDGE DRIVE, , ,155 PANATELLA CLOSE NW, , ,OKOTOKS,T1S 0B2
77004000,CO-OP WINE SPIRITS BEER - CENTENNIAL,(403) 995-4581,(403) 938-1992,1-420 BIG ROCK LANE, , ,110-151 86 AVENUE SE, , ,OKOTOKS,T0L 1T5
77013800,COSTCO CANADA LIQUOR,(403) 938-6092,(403) 938-6125,202-104 SOUTHBANK BOULEVARD, , ,202-104 SOUTHBANK BOULEVARD, , ,OKOTOKS,T1S 0K4
77119700,TOWERHILL WINES,(403) 938-3370,(403) 938-9970,4-100 MILLIGAN DRIVE, , ,95 WOODPARK CIRCLE SW, , ,OKOTOKS,T1S 1C5
77310100,RITZY LIQUOR,(587) 364-1112,NOFAX,3-50 ELIZABETH STREET, , ,71 SPRINGBOROUGH GREEN SW, , ,OKOTOKS,T1S 1B1
77475900,VILLAGE LIQUOR STORE,(403) 473-1249,NOFAX,4-500 VILLAGE LANE, , ,284 BRIDLEWOOD AVENUE SW, , ,OKOTOKS,T1S 1Z6
77769100,WESTERN LIQUOR,(403) 605-0509,NOFAX,160-100 STOCKTON AVENUE, , ,243 WHISPERING WATER WAY, , ,OKOTOKS,T1S 1A7
77877600,ECONO LIQUOR,(403) 829-6001,NOFAX,149-71 RIVERSIDE DRIVE WEST, , ,11 CIMARRON VISTA CIRCLE, , ,OKOTOKS,T1S 1M3
78049300,SOLO LIQUOR AT OKOTOKS,(587) 757-0318,NOFAX,118-100 SOUTHBANK BOULEVARD, , ,101-17220 STONY PLAIN ROAD, , ,OKOTOKS,T1S 0L3
74817100,OLDS LIQUOR & BEER NO. 1,(403) 556-6661,(403) 556-6322,5107 50 AVENUE, , ,PO BOX 4055 STN MAIN, , ,OLDS,T4H 1P7
76319000,OLDS LIQUOR STORE,(403) 556-7366,(403) 556-7839,10-5221 46 STREET, , ,10-5221 46 STREET, , ,OLDS,T4H 1T5
76449900,REAL CANADIAN LIQUOR STORE,(403) 507-8020,(403) 507-8024,200-6509 46 STREET, , ,200-6509 46 STREET, , ,OLDS,T4H 1Y6
77113800,ROCKY MOUNTAIN LIQUOR,(403) 791-2222,(403) 791-3333,2-4530 49 AVENUE, , ,2-4530 49 AVENUE, , ,OLDS,T4H 1A4
77695100,MY LIQUOR STATION,(403) 556-1366,NOFAX,5629 46 STREET, , ,150 CORAL KEYS DRIVE, , ,OLDS,T4H 1J4
77925900,BOOZE BROS LIQUOR MART,(403) 556-7761,(403) 556-7702,11-4513 52 AVENUE, , ,11-4513 52 AVENUE, , ,OLDS,T4H 1M8
77996000,ACE LIQUOR DISCOUNTER AT OLDS,(403) 556-9081,NOFAX,890-6700 46 STREET, , ,101-17220 STONY PLAIN ROAD, , ,OLDS,T4H 0A2
77981800,ONOWAY LIQUOR STORE,(780) 622-7922,NOFAX,5132 LAC STE ANNE TRAIL SOUTH, , ,5132 LAC STE ANNE TRAIL SOUTH, , ,ONOWAY,T0E 1V0
74197700,OYEN LIQUOR MART,(403) 664-2670,(403) 664-2079,301 MAIN STREET, , ,PO BOX 246, , ,OYEN,T0J 2J0
76654600,KD'S FINE WINE & SPIRITS,(403) 664-3398,(403) 664-3380,106 1 AVENUE E, , ,PO BOX 298, , ,OYEN,T0J 2J0
78025700,BAY ONE LIQUOR,(780) 982-3658,NOFAX,53101B RANGE ROAD 15, , ,110 8020 SPARROW DRIVE, , ,PARKLAND COUNTY,T7Y 2E4
77623500,BAY ONE LIQUOR STORE,(780) 963-2003,NOFAX,HIGHWAY 16A, , ,53101 RANGE ROAD 15, , ,PARKLAND COUNTY (BEACH CORNER),T0E 2G0
78025900,BEACH CORNER LIQUOR,(780) 982-3658,NOFAX,53103 RANGE ROAD 15, , ,110-8020 SPARROW DRIVE, , ,PARKLAND COUNTY (BEACH CORNER),T7Y 2E4
76763700,RIVER'S LIQUOR STORE,(780) 624-8805,(780) 624-8813,8006 99 AVENUE, , ,8006 99 AVENUE, , ,PEACE RIVER,T8S 1R2
76944900,SIPPERS LIQUOR MART,(780) 624-2818,(780) 624-5633,10001 80 STREET, , ,10001 80 STREET, , ,PEACE RIVER,T8S 1R2
77002300,12 FT LIQUOR STORE,(780) 624-2224,NOFAX,9916 100 AVENUE, , ,PO BOX 6539, , ,PEACE RIVER,T8S 1S4
77731500,MOONSHINE CREEK,(780) 693-0000,NOFAX,5013 50 AVENUE, , ,PO BOX 112, , ,PEERS,T0E 1W0
77698700,LIQUOR 7,-,NOFAX,4-9 HAWKRIDGE BOULEVARD, , ,17 VIENNA CLOSE, , ,PENHOLD,T0M 1R0
77722600,PENHOLD LIQUOR STORE,(403) 886-5289,NOFAX,1233 EDMONTON TRAIL, , ,1233 EDMONTON TRAIL, , ,PENHOLD,T0M 1R0
74670700,NORTH COUNTY LIQUOR STORE,(403) 732-4225,(403) 732-5554,304 JAMIESON AVENUE, , ,PO BOX 1223, , ,PICTURE BUTTE,T0K 1V0
77005900,RANCHLAND LIQUOR DEN,(403) 627-3211,NOFAX,18-1300 HEWETSON AVENUE, , ,PO BOX 2032, , ,PINCHER CREEK,T0K 1W0
77077400,GREAT CANADIAN LIQUOR,(403) 627-2920,NOFAX,838 MAIN STREET, , ,11478 149 STREET NW, , ,PINCHER CREEK,T0K 1W0
77089500,TOWN & COUNTRY LIQUOR STORE,(403) 627-3040,(403) 627-2230,1027 MAIN STREET, , ,PO BOX 1177, , ,PINCHER CREEK,T0K 1W0
77847600,WATERTON LIQUOR STORE,(403) 627-1667,NOFAX,1058 WATERTON AVENUE, , ,PO BOX 3337, , ,PINCHER CREEK,T0K 1W0
77059700,LEO'S LIQUOR MART,(780) 798-2011,(780) 798-2511,10025 100 STREET, , ,PO BOX 629, , ,PLAMONDON,T0A 2T0
74688600,LIQUOR STORE,(403) 783-8484,(403) 783-8414,4620 54 STREET, , ,4620 54 STREET, , ,PONOKA,T4J 1J4
76127800,HAMMY'S SPIRITS,(403) 783-2333,(403) 783-6813,5-4502 50 STREET, , ,5-4502 50 STREET, , ,PONOKA,T4J 1J5
77537900,PONOKA LIQUOR HOUSE,(780) 993-5653,NOFAX,8-4800 HIGHWAY 2A, , ,9218 34 AVENUE NW, , ,PONOKA,T4J 1K2
77586000,SOBEYS LIQUOR - PONOKA,(403) 790-2402,NOFAX,B-5402 HIGHWAY 2A, , ,1020 64 AVENUE NE, , ,PONOKA,T4J 1L9
77678500,LIQUOR SPHERE,(403) 302-1033,NOFAX,110-670 HIGHWAY 53, , ,212 VAN SLYKE WAY, , ,PONOKA,T4J 1K3
78001000,ACE LIQUOR DISCOUNTER AT PONOKA,(780) 917-4180,NOFAX,4-5015 50 STREET, , ,101-17220 STONY PLAIN ROAD, , ,PONOKA,T4J 1R6
76145400,SIDE TRACK LIQUOR STORE,(780) 753-2911,(780) 753-2917,4909 50 AVENUE, , ,PO BOX 1027, , ,PROVOST,T0B 3S0
76249600,PROVOST LIQUOR STORE,(780) 753-4813,(780) 753-4820,4308 53 AVENUE, , ,PO BOX 1077, , ,PROVOST,T0B 3S0
77571200,FAS LIQUOR STORE,(780) 753-2234,NOFAX,4011 57 AVENUE, , ,PO BOX 1449, , ,PROVOST,T0B 3S0
77329000,RIGS & SWIGS,(780) 926-6526,NOFAX,58A BANFF AVENUE, , ,PO BOX 28,58A AVENUE, ,RAINBOW LAKE,T0H 2Y0
75611000,UPTOWN LIQUOR STORE,(403) 340-2800,(403) 341-6019,10-6791 50 AVENUE, , ,4620 50 AVENUE, , ,RED DEER,T4N 4C9
75642100,REAL CANADIAN LIQUOR STORE,(403) 350-3543,(403) 350-3545,5016 51 AVENUE, , ,5016 51 AVENUE, , ,RED DEER,T4N 4H5
76226100,SOBEYS LIQUOR (GAETZ),(403) 352-8858,(403) 352-8878,5111  22 STREET, , ,1020 64 AVENUE NE, , ,RED DEER,T4R 2K1
76252800,DEER PARK LIQUOR STORE,(403) 342-4040,(403) 309-8976,17-69 DUNLOP STREET, , ,17-69 DUNLOP STREET, , ,RED DEER,T4R 2H6
76346700,SOBEYS LIQUOR (VILLAGE MALL),(403) 348-8885,(403) 348-2126,100-6380  50 AVENUE, , ,1020 64 AVENUE NE, , ,RED DEER,T4N 4C6
76431300,WEST PARK LIQUOR STORE,(403) 343-3305,(403) 347-0788,109-3722 57 AVENUE, , ,109-3722 57 AVENUE, , ,RED DEER,T4N 4R7
76474600,LIQUOR DEPOT AT EASTHILL,(403) 342-4499,(403) 342-0420,490-3020 22 STREET, , ,101-17220 STONY PLAIN ROAD, , ,RED DEER,T4R 3J5
76474800,LIQUOR DEPOT AT 49TH AVENUE,(403) 347-9466,(403) 342-7252,3119 49 AVENUE, , ,101-17220 STONY PLAIN ROAD, , ,RED DEER,T4N 3V8
76602000,TAYLOR PLAZA LIQUOR,(403) 356-1935,(403) 356-1937,545-6730 TAYLOR DRIVE, , ,6201 46 AVENUE, , ,RED DEER,T4P 1K4
76804400,LIQUOR DEPOT AT EASTVIEW,(403) 340-8988,(403) 340-8913,3809 40 AVENUE, , ,101-17220 STONY PLAIN ROAD, , ,RED DEER,T4N 2W4
76867400,CAMBRIDGE RED DEER HOTEL AND CONFERENCE,(403) 346-2091,(403) 346-4790,CENTRE,3310 50 AVENUE, ,CENTRE,3310 50 AVENUE, ,RED DEER,T4N 3X9
77040800,RED ANGEL LIQUOR STORE,(403) 554-5311,NOFAX,1-7464 50 AVENUE, , ,1-7464 50 AVENUE, , ,RED DEER,T4P 1X7
77242300,YOUR INDEPENDENT LIQUORSTORE,(403) 342-1871,(403) 342-2841,5 CLEARVIEW MARKET WAY, , ,5 CLEARVIEW MARKET WAY, , ,RED DEER,T4P 0M9
77500500,ACE LIQUOR,(403) 986-6820,NOFAX,3-6075 67A STREET, , ,52 - 53217 RR 263, , ,RED DEER,T4P 2Z9
77561600,ONE STOP LIQUOR,(403) 347-8786,NOFAX,5420 43 STREET, , ,1 GROTE CRESCENT, , ,RED DEER,T4N 1C9
77580500,SUPER LIQUOR,(403) 342-0090,NOFAX,6-6721 50 AVENUE, , ,6-6721 50 AVENUE, , ,RED DEER,T4N 4C9
77586800,SOBEYS LIQUOR (PLAZA),(780) 232-5425,NOFAX,12-5010 47 AVENUE, , ,1020 64 AVENUE NE, , ,RED DEER,T4N 3P7
77628000,LIQUOR BOUTIQUE,(403) 348-2012,NOFAX,119-2004 50 AVENUE, , ,2216 20 STREET, , ,RED DEER,T4R 3A2
77632500,MY WAREHOUSE LIQUOR,(403) 348-5422,(403) 348-5450,260-6130 67 STREET, , ,260-6130 67 STREET, , ,RED DEER,T4P 3M1
77635400,TIMBERLANDS LIQUOR STORE,(587) 802-8573,NOFAX,4101 499 TIMBERLANDS DRIVE, , ,6201 46 AVENUE, , ,RED DEER,T4P 0Z3
77636300,BOWER LIQUOR,(403) 392-2977,NOFAX,116-2325 50 AVENUE, , ,116-2325 50 AVENUE, , ,RED DEER,T4R 1L2
77670000,PLENTY OF LIQUOR,(403) 986-5555,NOFAX,140-6802 50 AVENUE, , ,140-6802 50 AVENUE, , ,RED DEER,T4N 4E3
77682100,LIQUOR 7,(403) 392-8501,NOFAX,3235B 50 AVENUE, , ,17 VIENNA CLOSE, , ,RED DEER,T4N 3Y1
77718700,CRAFT BEER NATION,(403) 598-1650,NOFAX,D1-2310 GAETZ AVENUE, , ,D1 2310 GAETZ AVENUE, , ,RED DEER,T4R 0H8
77719000,SUPER LOW LIQUOR,(403) 999-7549,NOFAX,4903 54 STREET, , ,4903 54 STREET, , ,RED DEER,T4N 2G7
77885800,COLD ONES LIQUOR DISCOUNTER,(403) 309-1703,NOFAX,E-5101 76 STREET, , ,1564 KINROSS ROAD NW, , ,RED DEER,T4P 2J4
77951000,RED ANGEL LIQUOR,(403) 436-0307,NOFAX,1-7464 50 AVENUE, , ,1-7464 50 AVENUE, , ,RED DEER,T4P 1X7
77965900,TOTAL WINE AND LIQUOR,(306) 999-0172,NOFAX,1-6858 50 AVENUE, , ,163 WINDSTONE CRESCENT SW, , ,RED DEER,T4N 4E3
78001300,ACE LIQUOR DISCOUNTER AT 49TH AVENUE,(780) 917-4180,NOFAX,3119 49 AVENUE, , ,101-17220 STONY PLAIN ROAD, , ,RED DEER,T4N 3V8
78002200,ACE LIQUOR AT PLAZA 67,(780) 917-4180,NOFAX,103-6075 67A STREET, , ,101-17220 STONY PLAIN ROAD NW, , ,RED DEER,T4P 2Z9
78008500,LIQUOR CROSSING,(403) 483-0821,NOFAX,90C-5250 22 STREET, , ,90C-5250 22 STREET, , ,RED DEER,T4R 2T4
78050000,SOLO LIQUOR AT RED DEER,(780) 989-7645,NOFAX,B-2067 50 AVENUE, , ,101-17220 STONY PLAIN ROAD, , ,RED DEER,T4R 1Z4
76179800,HOLIDAY LIQUOR,(403) 346-4188,NOFAX,23 GASOLINE ALLEY EAST, , ,23 GASOLINE ALLEY EAST, , ,RED DEER COUNTY,T4E 1B3
76488200,LIQUOR HUTCH,(403) 358-3378,(403) 358-3668,102-150 LEVA AVENUE, , ,102-150 LEVA AVENUE, , ,RED DEER COUNTY,T4E 0A5
76947300,COSTCO CANADA LIQUOR,(403) 341-5469,(403) 341-5187,166-37400 HIGHWAY 2, , ,166-LEVA AVENUE, , ,RED DEER COUNTY,T4E 1B9
77057700,GASOLINE ALLEY LIQUOR STORE,(403) 348-5010,(403) 348-5006,148-3740 HIGHWAY 2, , ,148 LEVA AVENUE, , ,RED DEER COUNTY,T4E 1B9
77654300,BURNT LAKE LIQUOR STORE,(403) 304-0329,NOFAX,1-203 28042 HIGHWAY 11, , ,46 LANGFORD CRESCENT, , ,RED DEER COUNTY,T4S 1L4
77060700,LA LIQUOR SHACK,(780) 649-3435,(780) 649-3434,119 HIGHWAY 88 NORTH, , ,PO BOX 170, , ,RED EARTH CREEK,T0G 1X0
77142900,JG'S LIQUOR STORE,(780) 649-2333,(780) 649-2333,MAIN STREET, , ,PO BOX 276, , ,RED EARTH CREEK,T0G 1X0
77566700,SOUTH COUNTRY CO-OP @ REDCLIFF LIQUOR,(403) 548-0044,NOFAX,STORE,2-631 SOUTH RAILWAY DRIVE NE, ,STORE,969 16 STREET SW, ,REDCLIFF,T0J 2P0
77952700,REDCLIFF LIQUOR BARN,(403) 548-2745,NOFAX,320 BROADWAY AVENUE EAST, , ,101-17220 STONY PLAIN ROAD, , ,REDCLIFF,T0J 2P0
77960400,EVEREST WINE & SPIRITS,(403) 502-7052,NOFAX,301 BROADWAY AVENUE EAST, , ,3001 DUNMORE ROAD SE, , ,REDCLIFF,T0J 2P2
76802800,R & M LIQUOR STORE,(780) 942-3622,NOFAX,5040 49 AVENUE, , ,PO BOX 988, , ,REDWATER,T0A 2W0
77576400,LIQUOR STOP 'N SHOP,(780) 942-4080,NOFAX,4915 49 STREET, , ,1564 KINROSS ROAD NW, , ,REDWATER,T0A 2W0
77608100,LIQUOR STATION,(780) 580-3747,NOFAX,4923 49 STREET, , ,PO BOX 118, , ,REDWATER,T0A 2W0
77404800,RIMBEY LIQUOR MART,(403) 620-1228,NOFAX,4806 51 STREET, , ,PO BOX 484, , ,RIMBEY,T0C 2J0
77636700,RIMBEY LIQUOR STORE,(403) 843-2520,NOFAX,5125 50 AVENUE, , ,PO BOX 1760, , ,RIMBEY,T0C 2J0
78012400,EVERGREEN CO-OP LIQUOR - RIMBEY,(403) 844-3604,NOFAX,5033 51 AVENUE, , ,PO BOX 9, , ,RIMBEY,T0C 2J0
76572800,REAL CANADIAN LIQUOR STORE,(403) 846-4720,(403) 846-4724,5520 46 STREET, , ,PO BOX 640 STN MAIN 5520 46 STREET, , ,ROCKY MOUNTAIN HOUSE,T4T 1A5
76880700,GREAT CANADIAN LIQUOR COMPANY,(403) 847-1011,(403) 847-1012,4515 47 AVENUE, , ,11478 149 STREET NW, , ,ROCKY MOUNTAIN HOUSE,T4T 1C5
